entry,translation,predicted_cluster
"
    -insanları anlamak mümkün değil. mit yurt dışında operasyon yapmıyor; ""mit çok pasif, ulusal güvenlik dediğin, hareket odaklı olur, operasyon yapar"" diyorlar. operasyon yapınca, ""mit terör örgütleriyle beraber, alengirli işlerin peşinde"" diyorlar.
  ","-It is not possible to understand people.MIT does not perform operations abroad;""Myth is very passive, national security, you call, movement -oriented, makes operations,"" they say.""MIT with terrorist organizations, together with the pursuit of Alengirli,"" they say.",1
"
    en güzel molotof'u biz atarız demiş adamlar. 

""2011 yılının mart ayında hakkında dava açılan sanık a.s, terör örgütü üyesi olmakla suçlandı ve 2009 ile 2010 yılında terör örgütü tarafından düzenlenen eylemlere katılmak ve molotofkokteyli atmak suçlarından istanbul 10. ağır ceza mahkemesi’nde yargılanmaya başladı. 

tutuklu sanık duruşmada çarpıcı bir bilgi verdi. terör eylemlerine devlet için katıldığını söyleyen sanık a.s, “2008 yılından bu yana mit’e ve emniyete çalışıyorum” dedi. bunun üzerine mahkeme duruşmayı bitirdi. ""

[http://www.radikal.com.tr/turkiye/molotof_atan_mitci_cikti-1172738 http://www.radikal.com.tr/…atan_mitci_cikti-1172738]

bu ortaya çıkan. peki ortaya çıkmayan kaç tane? serap eser'in içinde bulunduğu otobüse molotof atılması olayında da mit'in adı geçmedi mi? gezi de gözümüze soka soka yapmadılar mı bu işi mit ve emniyet? bu ülke vatandaşını emniyet ve mit'den kim koruyacak peki?
  ","The most beautiful Molotof'u said we'll throw it.

""The defendant A.S, who was filed against him in March 2011, was accused of being a member of a terrorist organization and began to be tried at the Istanbul 10th High Criminal Court for participating in the actions organized by the terrorist organization in 2009 and in 2010 and throwing Molotofkokteyli.

The detained defendant gave a striking information at the hearing.The defendant said that he participated in terrorist acts for the state, ""I have been working for MIT and safety since 2008,"" he said.Then the court finished the hearing.""

]

This is the resulting.So how many do not appear?Serap Eser's bus in the bus in the event of molotov throwing the name of the MIT was not mentioned?Didn't they do this job in our eyes and safety?Who will protect the citizen of this country from the Police and MIT?",1
"
    (bkz: `mit'çileri yere yatırdılar`) diye mazlum rolü yapan adam tarafından aşağıdaki şekilde üyeleri savunulabilecek kurum.<br/><br/>(bkz: `benim mit üyelerime molotofçu dediler`)&#13;
  ",(see: `` MIT'Çiler put on the ground `he can be defended by the man who made the role of the oppressed. <br/> <br/>,1
"
    a.s. isimli personeli mit personeli koruma kanunu kapsamında olmadığından tutuklanması gerekiyormuş ancak burası bir hukuk devleti olmadığına göre fazla bir beklenti içerisinde olmamak gereklidir diye düşünüyorum.
  ","a.s.I think it is necessary not to be arrested because it was not within the scope of the MIT Personnel Protection Law, but it is not necessary not to have much expectation since it is not a state of law.",1
"
    buranın çalışanının düdüğü sadece polise öter.<br/><br/>trafik çevirmelerinde falan göstermeseler o kimliğin nokta kadar bir avantajını göremiyorlar.<br/><br/>ha iki tane saha çalışanı var. onları saymıyorum. onlar yaşıyor.&#13;
  ",The employee of this place only to the police.I don't count them.They live. &#13;,1
"
    (bkz: `#41495357`)&#13;
  ",(see: `#41495357`) &#13;,2
"
    eleman arıyor haberini duyduktan sonra cv me eski splinter cell ci, kantır pusucusu, fahrenheit dedektifi falan yazdım yolladım inşalla kabul edilirim.
  ","After hearing the news he is looking for the employee cv me former Splinter Cell Ci, Kadr ambush, Fahrenheit detective or something I wrote I sent insan.",1
"
    temiz, nezih ve güvenilir bir aile ortamında çalışmak isteyen `kaptan pilot`ların `cv`'lerini göndermeleri gereken kurum[http://www.sondakika-haber.net/mit-elektronik-haberlesmeyi-siki-takip-icin-ucak-aliyor .] 

adres:
pk 95 ulus-ankara

veya

[http://www.mit.gov.tr/iksayfasi/basvuru.html http://www.mit.gov.tr/iksayfasi/basvuru.html]
","Clean, decent and reliable family environment who want to work in the `captain pilots` `cv`` `cv` 'to send the institution [http://www.sondakika-Haber.net/mit-elektronik-haberlesmeli-siki-tip-icin-taking .]

address:
PK 95 Ulus-Ankara

or 

[http://www.mit.gov.tr/iksayfasi/basvuru.html http://www.mit.gov.tr/iksayfasi/basvuru.html]",1
"
[http://www.mit.gov.tr/cocuksayfasi/gencler/maratonbasliyor.html http://www.mit.gov.tr/…gencler/maratonbasliyor.html]
",[http://www.mit.gov.tr/cocuksayfasi/gencler/maratonbasiyor.html http://www.mit.gov.tr/…gencler/maratonbasiyor.html],1
"
`arkaik` toplumlardaki biçimiyle:<br/>1.doğaüstü varlıkların eylemleridir. <br/>2.gerçek ve kutsaldır.<br/>3.yaratılışla ilgilidir. <br/>4.miti bilen, bitkilerin ve hayvanların kökenini bilir; onları istediği gibi yönlendirip kullanır. <br/>5 kanıtını oluşturduğu `ritüel`in gerçekleştirilmesiyle şaşmaz bilgi(`arketip`)yi yeniden yaşar.&#13;
  ",In the form of `archaic` in societies: <br/> 1. The actions of supernatural beings.<br/> 2. It is real and sacred.<br/> 4. Knows the origin of plants and animals;He directs and uses them as he wishes.<br/> 5 with the realization of `ritual` `` `` `` `` `` `` `` `` `` `` `` `` `` `` ``,0
"
    eliade'ye göre mit kutsal bir tarihi anlatır. mit başlangıçlari hikayelestiren zamanda yer almış olayla ilgilidir. yaratılışın izahıdır. gerçek hikayedir. masaldan farklıdır.
  ","According to Eliade, MIT tells a sacred history.MIT is about the event that took place at the beginning of the story.is the explanation of creation.It is the real story.It is different from the fairy tale.",0
"
    yabancı devletlerin ülkedeki önemli kişileri yıllarca dinlediğini yine onların açıkladığını sadece izlemekle yetinen kurum. hadi dinlemeleri engelleyemiyorsun bari sen ortaya çıkar da bizde bir milli istihbarat teşkilatımız var diyelim. ancak kendi ülkesinde malzeme taşırken bile yakalanan bir örgütten daha ne bekleyebiliriz ki? konsolosluk çalışanları ve son duyduğumuz süleyman şah türbesi olaylarıyla beceriksizliğin, dünya aleme rezil rüsva olması milli utancımızdır. ancak kendi halkımızı 5 israilli ajanı öldürüp (bkz: `netanyahu'yu çılgına çeviren türk ajan`) şeklinde kandırmamıza kimse engel olamıyor.&#13;
  ","The institution that is contented with watching that foreign states are listening to important people in the country for years.Come on, you can't stop listening, at least you come out and we have a national intelligence organization.But what more can we expect from an organization caught even when carrying materials in its own country?It is our national shame that the incompetence of the Consulate employees and the last events of the Süleyman Shah Tomb, which we heard, is the infamous rüsva to the world.However, no one can prevent us from killing our own people in the form of 5 Israeli agents (see: `Netanyahu's crazy Turkish Agent).",1
"
    milletce ufak eksiklikleri buyutmeyi, basarilari ufak gormeyi, ya da tam tersini yapmayi birakamadik. 

kosova'li 8 yasindaki bir cocugun suriye'den -isid'ci babasi kacirmis- isid'in elinden kurtarilmis.

[http://www.bbc.com/news/world-europe-29641802 http://www.bbc.com/news/world-europe-29641802]

daha once 4 fransiz gazetecinin kurtarilmasi yine isid'in elinden, olayinda da onemli bir rol oynamislardi kendileri.
  ","We could not leave the minor deficiencies by the nation, to see the successful success, or to do the opposite.

A 8 -year -old child from Kosovo was rescued from Syria - his father's father's escort - from the hands of Isid.

[http://www.bbc.com/news/world-europe-29641802 http://www.bbc.com/news/world-europe-29641802]

Previously, the rescue of 4 French journalists had also played an important role in the hands of Isid.",1
"
    (bkz: `7 şubat 2015 sisi ses kaydı/@men kucik chomichmen`)&#13;
  ","(see: `` February 7, 2015 fog sound recording/@men kucik chomichmen`) &#13;",2
"
    (bkz: `sea sentry`)<br/>(bkz: `sea sentry ii`)&#13;
  ",(see: `Sea Sentry`) <br/> (see` Sea Sentry ii `),2
"
    (bkz: `yunan tanrıları/@mimiko`)&#13;
  ",(see: `Greek gods/@mimiko`) &#13;,2
"
    kulaga cok ""sey"" gelen bi kelime
  ","a word that comes to the ear very ""thing""",1
"
    milli istihbarat teşkilatı/
  ",National Intelligence Agency/,1
"
    çaresiz kaldığım notsuz sınav öncesi gecelerinde imdadıma yetişen, opencourseware uygulamasıyla tanımaya çalıştığım bilim yuvası. bilgiyi paylaşmaktan çekinen bazı akademisyenlerden duyduğum gibi notlarının çalınması, kopyalanması korkusu taşımayan bilim kaynağı. <br/>diğer akademisyenlerin notlarını kullanacağını düşünerek paylaşmamak nedir anlayabilmiş değilim henüz. bilgiyi paylaşmanın hangi tarafı kötü olabilir acaba. ya da eğitim seviyesinde bir yükselişe sebep olmanın. <br/>hayır hepsini geçtim aldığım ve sorumlu olduğum dersin kaynağına ulaşmakta bile zorlanıyorum. en azından bizimle rahat paylaşsanız. <br/>her neyse. bu konuda mit gayet başarılı ve tarafımca tavsiye edilir.&#13;
  ","The scientific slot that I tried to get to know with the OpenCoursseware application that grows up to my rescue on the nights before I was desperate.As I have heard from some academics who are afraid to share information, the source of science that does not fear the stolen and copying of his grades.<br/> I have not yet understood what other academics will use their notes.I wonder which side of sharing information can be bad.Or to cause an upward rise at the level of education.<br/> No, I passed all of them and I have difficulty in reaching the source of the lesson I bought and responsible.At least if you share with us comfortably.<br/> Anyway.MIT is very successful and recommended by me. &#13;",1
"
    (bkz: `milletlerarası illegal taşımacılık`)&#13;
  ",(see: `International Illegal Transportation`) &#13;,2
"
    can dostumuz, çok sevdiğimiz ışid'ciğimize silahçık [http://www.birgun.net/haber-detay/biz-soylemiyoruz-onlar-soyluyor-gonderilen-silahlar-isid-e-gidiyor-82124.html taşıyan] teşkilatçığımız.
  ","Our friend, our friend, our beloved ISIS guncik [http://www.birgun.net/haber-detay/biz-soylemiyoriyor-onlar-soyluor-gonderilen-Slaahlar-I-e-gidiyor-82124.html carrying our organization.",1
"
    avlusunda hala dizi dizi tırların olduğu ... inteligınt aycıns.
  ",There are still trucks in the courtyard ... Inteligınt Aycins.,1
"
    meteoroloji işletme müdürlüğü gibi bir kurum olmalı. ne işe yaradığını bir türlü çözemedim.
  ",Meteorology should be an institution such as Operation Operations.I couldn't figure out what it works.,1
"
    ağır başarısız bir kurum/örgüt. adıyaman polisinin “terör nitelikli kayıp şahıs” diye kaydettiği, kayıp kişiyi bulamayan, tespit edemeyen, izleyemeyen (kasıt yoksa) zafiyet içindeki kuruluş.
  ","A heavily unsuccessful institution/organization.Adıyaman police said that the “terrorist lost person” he recorded, who cannot find, identify, watch the missing person.",1
"
    (bkz: `yapmıştır.`)&#13;
  ",(see: ``) &#13;,2
"
    arapça bilen ve çalışmak isteyenlerin bir cv göndermesinde yarar olacağı kurum.<br/>arapça bilenler `halk ekmek` gibi şuan, havada kapılıyor.&#13;
  ",The institution that will be beneficial in reference to a CV. <br/> Arabic.,1
"
    (bkz: `6 eylül 2015 yüksekova terör saldırısı`) gibi bir saldırıdan haberi olmayan teşikat.<br/><br/>ha ama gezi parkında camel marka sigara içenleri sorsak tak tak isim isim sayarlar.<br/><br/>terör örgütüyle masaya oturması yetmezmiş gibi sözkonusu ortamda metropollerin bombalarla doldurulduğuna dair bilgilerinin olduğunu beyan etmişler.<br/><br/>kıldan ince köprülerde raksediyoruz millet olarak. rabbim bu topraklar üzerinde masum kalabilmiş herkesin yar ve yardımcısı olsun. çok kötü zamanlar geliyor.&#13;
  ","(see: `6 September 2015 Yüksekova Terror Attack` that is not aware of an attack.As if it was not enough to sit at the table with the terrorist organization, they declared that the metropolises were filled with bombs in the question. <br/> <br/> As a nation on thin bridges.May my Lord be the help and assistant of everyone who has been innocent on these lands.very bad times are coming. &#13;",1
"
    devletin mit'inin başının `twitter` hesabı olmaz mı? verin mit twitter hesabını bi trole; beynimin yıkanmasını, sulanmasını, rızamın en becerikli eller tarafından imal edilmesini istiyorum. amin.<br/><br/>""bir `mit` yaşamıyorsa ve gelişmiyorsa ölmüş demektir."" `carl gustav jung` - `erinnerungen traume gedanken`<br/><br/>ideolojik `yurtseverlik` tekelinde olduğu gibi, `hikaye` (`mit`) ve `kişilik` `tekel`i yoktur. sana yapılanı sen yaparsın, senin yaptığın sana yapılır. bu tekelsizlik aynı zamanda kişilik ağırlığından `kurtarıcı`dır. `an`'ı ve `yara`yı nasıl taşıdığın yani sıranı nasıl savdığın `ayırt edici özellik` olur.<br/><br/>(bkz: `mitik`)<br/>(bkz: `teşkilat-ı mahsusa`)<br/>(bkz: `jefatura`)<br/>(bkz: `gizli servis/@ibisile`)<br/>(bkz: `uludere/@ibisile`)<br/>(bkz: `rıfat mataracı`), `mah`<br/>(bkz: `çelik çomak/@ibisile`)<br/>(bkz: `şafak/@ibisile`), `aydınlıkçılar`
","Wouldn't the head of the state's MIT?Give MIT Twitter account bi trrole;I want my brain to be washed, irrigation, and produced by the most resourceful hands.amen.`Carl Gustav Jung` -` erinnerungen trape gedanken` <br/> <br/> As in the monopoly of patriotism, `Story` (` MIT`) and `Personality is not monopoly.You do what you do to you, what you do is done to you.This monopoly is also `savior` from the weight of personality.`` an` and how you carry `wound` `nasıl how you defend the` distinctive feature. <br/> <br/>`) <br/> (see` Jefatura`) <br/> (see hidden service/@ibisile`) <br/>Rıfat Mataracı`), `Mah` <br/> (see` steel Çomak/@ibisile`) <br/> (see: `` ``@ibisile`)",1
"
    (bkz: `#53704419`)&#13;
  ",(see: `#53704419`) &#13;,2
"
    bu teşkilatın normal bir vatandaştan ne farkı olduğunu sorgulamamız lazım. 2014 yılı rakamlarına göre 8 bin çalışanı olan bu teşkilat nasıl olur da ülkede olan bitenden bu kadar bihaber olur anlamak çok zor. bombalar patlıyor, insanlar ölüyor ancak devletin istihbarat ve güvenlik zaafiyeti sorgulanmıyor bir türlü.
  ","We need to question the difference from a normal citizen of this organization.According to the figures of 2014, this organization, which has 8 thousand employees, is very difficult to understand how it would be so unaware of what happened in the country.The bombs explode, people are dying, but the state's intelligence and security weakness is not questioned.",1
"
    milli istirahat teşkilatı
  ",National Intelligence Agency,1
"
    en eski, başlangıç zamanlarındaki olayları anlatan kutsal öykülere `mit` denir. insanlar cevap bulamadıkları sorulara diğer insanların zavallı çaresizliğini kullanarak ortaya yaratılışla ilgili öyküler koyarlar. mit, yaşadığı toplumda sürekli olarak başvurulacak olan, yaşanılan bir gerçektir. soyut bir kuram ve imgeler göstergesi değil, ilkel bir dinin ve pratik bilginin gerçek anlamda düzenlenmesidir.<br/><br/>""bir adam kendisine içgüdülerine aykırı bir olgu teklif edildiğinde onu dikkatlice gözden geçirir ve karşı konulması güç kanıtlar olmadığı sürece ona inanmayı reddeder. diğer yandan içgüdülerine uygun bir gerekçe sunan bir şey teklif edilirse, en ufak bir kanıt olmaksızın onu kabul edecektir. mitlerin kaynağı bu şekilde izah edilebilir.""<br/><br/>(bkz: `bertrand russell`)&#13;
  ","The sacred stories that describe the events in the oldest, starting times are called `MIT '.People put stories about creation using the poor desperation of other people on the questions they cannot find.MIT is a fact that will be used in the society in which he lives.It is not an indicator of abstract theory and images, but a real regulation of a primitive religion and practical knowledge. <br/> <br/>On the other hand, if something that offers a reasoning reason for his instincts is offered, he will accept it without the slightest evidence. The source of myths can be explained in this way.",0
"
    kıs. `milli istirahat teşklilatı`.&#13;
  ",winter.`National Intelligence Organization.,1
"
    acilen özelleştirilmelidir.
  ",It should be privatized urgently.,1
"
    (bkz: `milli ihanet teşkilatı`)&#13;
  ",(see: `National Betting Organization) &#13;,2
"
    çekirdek çitleyip ülke dedikodularını konuşuyorlar herhalde elin amerikasından adam istihbarat alıp vatandaşlarını uyarıyor bizimkilerde aralarında altın günü yapıp kısır yiyorlar.
  ","The core fence and talking about the country's rumors, I guess they take intelligence from the American America and warn their citizens.",1
"
    tanrı indra hakkında upanişad'larda muhteşem bir hikaye vardır. hikaye, dev bir canavarın dünyadaki tüm sulara el koyduğu bir zamanda geçer. büyük bir kuraklık baş göstermiştir ve dünya çok kötü bir durumdadır. indra'nın bir kutu dolusu yıldırımı olduğunu ve tek yapması gerekenin canavarı yok etmek için üzerine bir yıldırım göndermek olduğunu fark etmesi zaman alır. bunu yaptığı zaman sular akar ve dünya tazelenir. indra ""ne kadar harikayım” der.<br/>""ne kadar harikayım” diye düşünerek indra dünyanın merkezindeki dağ olan kozmik dağın tepesine çıkar ve kendisi kadar değerli bir saray yapmaya karar verir. tanrıların baş marangozu bunun üzerinde çalışmaya başlar ve kısa süre içinde oldukça iyi durumda bir sarayı olur. ama indra saraya bakmaya her geldiğinde sarayın ne kadar muhteşem ve ne kadar heybetli olması gerektiği konusunda daha büyük fikirleri olur. sonunda marangoz ""tanrım, ikimiz de ölümsüzüz ve onun arzularının sınırı yok. sonsuza kadar burada kalacağım” der. yaratıcı tanrı olan brahma'ya gitmeye ve şikayette bulunmaya karar verir.<br/>brahma tanrısal enerji ve tanrısal erdemin simgesi olan nilüfer çiçeğinin üzerinde oturmaktadır. nilüfer, uyuyan tanrı olan ve rüyasında evreni gören vişnu'nun göbeğinden çıkar. marangoz evrenin büyük nilüfer gölünün kenarına gelir ve hikayesini brahma'ya anlatır. brahma ""sen evine git. ben bu meseleyi halledeceğim” der. brahma nilüferinden iner ve uyuyan vişnu'ya seslenmek üzere diz çöker. vişnu bir hareket yapar ve şöyle bir şey söyler: ""dinle, çabuk, bir şeyler olacak.' <br/>ertesi sabah inşa edilmekte olan sarayın kapısında, etrafındaki pek çok çocuğun hayranlıkla güzelliğine baktığı hoş bir mavi-siyah çocuk belirir. yeni sarayın kapısındaki kapıcı koşarak indra'ya gider ve indra ""çocuğu içeri alın” der. çocuğu içeri <br/>alırlar ve tahtında oturan kral tanrı indra ""genç adam, hoş geldin. seni benim sarayıma getiren nedir?” der. ufukta görülen yıldırıma benzeyen bir sesi olan çocuk şöyle der: ""sizden önceki hiçbir indra'nın yapmadığı kadar büyük bir saray yaptıcıyormuşsunuz. ' <br/>benden önceki indra'lar mı? sen neden söz ediyorsun, genç adam?” der indra.<br/>çocuk devam eder: ""sizden önceki indra'lar. hepsinin gelip gittiklerini gördüm. bir düşünün, vişnu kozmik okyanusun içinde uyuyor ve evren nilüferi onun göbeğinden yetişiyor. nilüferin üstünde yaratıcı brahma oturuyor. brahma gözlerini açıyor ve bir ındra tarafından yönetilen bir dünya var oluyor. bir brahma'nın ömrü 432 bin yıldır. o öldüğü zaman nilüfer yok olur ve başka bir nilüfer ve başka bir brahma yetişir. bir de her birinin içinde bir nilüfer ve nilüferin üzerinde gözlerini açıp kapayan bir brahma olan sonsuz uzayın içindeki galaksilerin ötesindeki galaksileri düşünün. indra'lar mı? maiyetinizde dünyadaki okyanuslardaki su damlalarını ya da kumsallardaki kum tanelerini saymaya gönüllü olabilecek bilge kişiler olabilir ama bırakın ındra'ları kimse bu kadar brahmin'i sayamaz.”<br/>çocuk konuşurken yerden bir karınca ordusu geçer. onları gören çocuk güler. indra'nın tüyleri diken diken olur çocuğa ""neden gülüyorsun?” diye sorar.<br/>çocuk cevap verir: ""eğer incinmeye razı değilseniz sormayın. <br/>indra ""rica ediyorum. öğret” der. (bu arada bu doğuya özgü güzel bir düşüncedir: sizden istenene kadar öğretmiyorsunuz. misyonunuzu insanların gırtlağına dayamıyorsunuz.)<br/>böylece çocuk, karıncaları işaret eder ve şöyle der: ""önceki indra'ların 92hepsi. ömürleri boyunca en aşağı durumlardan en yüce aydınlanmaya doğru yükselirler. sonra bir canavara bir yıldırım gönderir ve 'ne harikayım' diye düşünürler. sonra gene aşağı düşerler. ""<br/>çocuk konuşurken, muz kabuğundan güneş şemsiyesiyle tuhaf bir yogi saraya girer. üzerindeki tek bir peştamal haricinde çıplaktır ve göğsünde ortasındaki kılların yarısı dökülmüş olan kıldan bir yuvarlak vardır.<br/>çocuk onu selamlar ve cam da indra'nın sormak üzerc olduğunu sorar. ""yaşlı adam, adın nedir? nereden geliyorsun? ailen nerede? evin nerede? göğsündeki bu garip kıl topluluğunun anlamı nedir?”<br/>yaşlı adam cevap verir: ""benim adım kıllı. evim yok. hayat bunun için çok kısa. yalnızca bu güneş şemsiyem var. ailem yok. yalnızca vişnu'nun ayaklarının dibinde meditasyon yaparım ve zamanın nasıl geçici olduğunu, sonsuzluğu düşünürüm. her bir indra öldüğünde bir dünya yok olur —böyle şeyler işte bu kadar gelip geçicidir. her bir indra öldüğünde göğsümdeki bu yuvarlaktan bir kıl düşer, kılların yarısı gitti. yakında hepsi yok olacak. hayat kısa. neden bir ev yapayım ki?' <br/>sonra ikisi de kaybolur. çocuk koruyucu tanrı vişnu'dur, yaşlı yogi ise, yalnızca tarihteki tanrılardan biri olan ama cüm şovun kendinden ibaret olduğunu düşünen indra'yı eğitmek için gelen, dünyanın yaratıcısı ve yok edicisi olan şiva.<br/>indra tahtında öylece oturmaktadır ve hayal âleminden artık çıkmış, öylece kalakalmıştır. marangozu çağırır ve der ki ""sarayın inşasından vazgeçtim. gidebilirsin.” böylece marangoz emeline ulaşır. işten kovulmuştur, artık sürekli bir inşaat yoktur.<br/>indra dışarı çıkmaya, yogi olmaya ve yalnızca vişnu'nun nilüferinin dibinde meditasyon yapmaya karar verir. ama indra'nın indrani adında güzel bir kraliçesi vardır. indrani ındra'nın planını duyunca tanrıların rahibine gider ve ""kafasında şimdi de gidip yogi olma fikri var” der. ""hmm,” der rahip, ""gel benimle canım, oturalım, ben bu meseleyi halledeceğim.”<br/>böylece kralın tahtının önünde otururlar ve rahip ""sizin için yıllar önce politika sanatı hakkında bir kitap yazmıştım” der. siz tanrıların kralı konumundasınız. siz brahma'nın esrarının zaman diyarındaki bir tezahürüsünüz. bu çok büyük bir imtiyazdır. bunun değerini bilin, onurlandırın ve neyseniz o şekilde hayatınızı sürdürün. ayrıca şimdi bir de, sizinle karınızın ikinin <br/>bir olmasının o müthiş muammasında, brahma'nın tüm ışıltısıyla var olduğunu bilmeniz için aşk sanatı üzerine bir kitap yazacağım.<br/>böyle bir kılavuzluk sonucunda indra gidip yogi olma fikrinden vazgeçer ve hayatta bir sembol —brahma'nın sembolü de diyebilirsiniz— olarak sonsuzu temsil edebileceğini keşfeder.<br/>yani hepimiz öyle ya da böyle kendi hayatlarımızın indra'sıyız. bir seçim yapabilirsiniz. her şeyi bırakıp ormana meditasyon yapmaya gidebilir ya da dünyada, hem politika ve görkemli başarılardan oluşan iş hayatınızda hem de karınız ve ailenizle olan aşk hayatınızda kalmayı tercih edebilirsiniz. bence bu çok hoş bir mit.&#13;
  ","There is a magnificent story about the Upanişad about God Indra.The story takes place at a time when a giant monster seized all the waters in the world.A great drought has emerged and the world is in a very bad situation.It is time for Indra to realize that Indra is a box of lightning, and that all he has to do is send a lightning on him to destroy the monster.When he does this, the water flows and the world is refreshed.Indra says, ""How wonderful I am.""The head carpenter of the gods begins to work on it and soon becomes a palace in a good condition.But every time the Indra comes to look at the palace, they have greater ideas about how spectacular and imposing the palace should be.Finally, the carpenter says, ""God, we're both immortal and there's no limit to his desires. I will stay here forever. Creative Tan",0
"
    bir peynir markası <br/><br/>kaşarlanmış ülkenin var olan en büyük kazığıdır&#13;
  ",A cheese brand <br/> <br/> is the largest stake of the cheddar country &#13;,1
"
    istihbaratlayamayan teskilat
  ",Intelligence,1
"
    lağv edilip yeni bir istihbarat teşkikatı kurulmalıdır, iç ve dış istihbarat ayrılmalıdır.
  ",A new intelligence organization should be abolished and internal and external intelligence should be separated.,1
"
    boğaz köprüsüne tank çıkarken pokemon yakalamaya çalışan kurum.
  ",The institution that tries to catch a pokemon while leaving the tank to the Bosphorus bridge.,1
"
    içinde hala darbeci barındırdığını düşündüğüm veya bunun kuşkusu içinde olduğum yapı. 2015 senesi muhafız alayında asker iken mit'e eleman almak için mülakat düzenlenirdi. mitte düşük standartlarda başlayıp yükselebilecek mit adayı olmak isteyen askerleri bir takım aşamalara sokarlardı: şınav barfiks vs. en son da sözlü bir mülakat olurdu ve bu noktada odada alay komutanı alay komutan yardımcısı ve mitten gelen görevliler olurdu. bunu komutanımıza sordum, neden ? mite alımlar neden buradan yapılıyor ? komutanımız o zamanın alay komutanı `muhammed tanju poshor`'un mitte bu işleri düzenleyen kişiyle arasında bir muhabbet-tanışıklık olduğundan bahsetmişti. şimdi düşününce bu kapsamlı projede muhafız alayının hali ortada, harekat merkezlerinden bir tanesi. ve bu alaydan mit'e onlarca insan alındı. hmm, enteresan.&#13;
  ","The structure I still think it still contains a coup d'état.While the year 2015 was a soldier in the guard regiment, an interview was held to get MIT.MITTE would start at low standards and rise in the MIT candidate who wanted to be a team of soldiers in a team: Shinav Barfiks etc.Lastly, it would be an oral interview, and at this point, the regiment commander would be the deputy commander of the regiment and the officers from myth.I asked our commander, why?Why are mite purchases made here?Our commander said that the regiment commander of the time was a conversation and a conversation between the person who organized these works in myth.Now, when you think about it, the state of the guard regiment in this extensive project is one of the operations centers.And dozens of people were taken to MIT from this regiment.hmm, interesting. &#13;",1
"
    şöyle bir şeye rastladım: [http://www.acikders.org.tr/mod/resource/view.php?id=1375 mit,mitoloji,ritüel]
","I came across something like this: [http://www.acikders.org.tr/mod/resource/view.php?id=1375 MIT, Mythology, Ritual]",0
"
    kendini feda edecek binlerce genç varken bir hiç ugruna kendini patlatan teroristleri tespit edemiyorsa, engelliyemiyorsa, yurtdisina kacip orada ulkeyi yalan yanlis bilgilerle anlatanlara engel olamiyorsa <br/><br/>kusura baksın kenara cekilsin<br/><br/>bu millet bu devlet icin milyonlarca insan var biz acizmiyiz? siyaseten/politik olarak bizi baska ulkeler sevmiyor hatta dusmanlar bunu anladik peki sen ne yaptin??<br/><br/>almanyada 3.5 milyon turk var <br/>abd ve ingilterede yarim milyon turk var<br/>ıranin 3/1 turk <br/><br/>bu ulkeler bizi patlatmada pek hunerli senin hunerin ne????&#13;
  ","If there are thousands of young people who will sacrifice themselves, if they cannot detect the terrorists who explode themselves, if they cannot be blocked, if they cannot prevent those who tell the country with false information there, <br/> <br/> I'm sorry.There are millions of people for the state, we are acism?Politically/politically do not like other countries other countries, even the enemies understood this, so what did you do? ""Turk <br/> <br/> These countries are hard to explode us what is your hunter ???? &#13;",1
"
    hiçbir şekilde ""`istihbarat`"" işini yapamayan, kim kimi m.kmiş video kasetleriyle uğraştığına inandığım dandirik devlet kurumu. <br/><br/>son 3 senedir her türlü istihbarat yurtdışı kurumlar tarafından alenen kendi vatandaşlarına verildi. biz de okuduk, ""yok yeaaa nolacak? milleti geriyorlar"" dedik. dediğimizin üstünden geçe geçe 1 hafta geçti patladı bombalar.<br/><br/>be şerefsizin evlatları. sizin yapacağınız istihbarat işinin gelmişini, geçmişini seveyim. en başınızdaki adam bakan olamadığı için hala bunalımda galiba. zira ahmet davutoğlu gittiğinden beri ortalıkta yok. niye yok? darbe oldu, cumhurbaşkanına söylemek yerine genelkurmay başkanına gitti. sebep? bilinmiyor. bu adam herkesin her haltını bildiği için mi kimse ona dokunamıyor? yoksa gerçekten başka yerlere satacağı bilgilere göz yumulduğu için mi korunuyor? <br/><br/>gerçekten yapsalar 3000 bölümlük dizi olur. nasıl boş oturulur? nasıl iş yapılmaz? bunu bize bu kadar net gösterdiğiniz için de ayrıca teşekkürler.&#13;
  ","In any way, ""Intelligence`"" can not do the business, who is engaged in some m.kmiş video cassettes, I believe that the dandirik state institution.<br/> <br/> All kinds of intelligence has been given to their citizens by overseas institutions for the last 3 years.We read, ""no yeaaa what will be? Nation stretching"" we said.1 week passed over the passing of the bombs.Let me love your intelligence business, your past.I think it's still depressed because the man at the beginning is not a minister.Because Ahmet Davutoğlu has not been there since he left.why not?There was a coup, instead of telling the president, he went to the Chief of General Staff.reason?Unknown.Nobody can touch him because this man knows every thing everyone knows?Or is it really protected because the information he will sell to other places is condone?<br/> <br/> If they really do it, it would be a 3000 -episode series.How to sit empty?How is it not done?Thank you for showing this to us so clearly. &#13",1
"
    yerli siyayey<br/>&lt;&lt;0&gt;&gt;&#13;
  ",Domestic Siyayey <br/> & lt;,1
"
    tarihinin en önemli operasyonlarından birini 17 ocak 2017 tarihinde yapmıştır 39 kişinin ölümüne neden olan teröristi yakalamıştır
  ",One of the most important operations in its history has made the terrorist who caused the death of 39 people on 17 January 2017,1
