entry,translation,predicted_cluster
"
    okunması, okutulması gereken bir kitap. yalnız şu var ki bu okuma işlemi kesinlikle benim yaptığım hatayı yapıp askere gitmeden hemen önce yapılmamalı. <br/><br/>`askerlikte mantık yoktur` lafının arka planını daha net görmenizi, sizi buraya sürükleyen güçlerin aslında bir savaş kararıyla hayatınızı nasıl çekilmez bir hale getirebileceğini gayet somut gerçeklerle yüzünüze vuruyor `erich maria remarque`.<br/><br/>--- `spoiler` ---<br/><br/>""sadece biz buradakiler değil, herkes bu halde. geçmişin hiçbir şeyine değer verildiği yok. kültür ve yetişme düzeyini meydana getiren ayrımlar hemen hemen silindi ve sanki tanınmaz oldular. herhangi bir durumdan yararlanmak için bazı bazı işe yaramıyor değiller, ama tutukluluklara neden olmak gibi sakıncaları da var. eskiden çeşitli memleketlerin madeni paralarıymış gibiyiz. sonra da bunlar eritilip hepsi aynı biçimde basılmışlar sanki. aralarındaki ayrımları seçmek için malzemeyi iyiden iyiye incelemek gerekiyor. çünkü bizler her şeyden önce askeriz, ancak bundan sonradır ki garip ve sıkılgan kişileriz. ortada büyük bir kardeşlik ve halk türkülerinin arkadaşlık havası esiyor. cezaya çarpılmışların karşılıklı bağlılık duygusu ile ölüme mahkumların umutsuzca dayanışması, garip bir surette birleşik hayatın bir parçası oluyor.""<br/><br/>--- `spoiler` ---&#13;
  ","A book that needs to be read and read.However, this reading process should definitely not be done just before I go to the military.<br/> <br/> `There is no logic in military service` to see the background more clearly, how the forces that drive you here can actually make your life indispensable with a war decision that is very concrete facts `Erich Maria Remarque`. <br/> <<br/> <BR/> --- `SPOILERS` --- <br/> <br/>"" Not only we are here, not everyone is this.They are not some use to take advantage of any situation, but they also have drawbacks such as causing detention. In the past we are like the coins of various countries. Then they are melted and all of them were printed in the same way.We are above all a",0
"
    --- `spoiler` ---<br/><br/>bu olaganustu kitapta beni en cok sarsan bolum elemanin hastanedeyken koltuk degnekleri ile alistirma yapmasinin bacagi kesilen arkadasini uzdugu ve bu sebeple alistirmalara koridorda devam ettigini belirttigi bolumdur.<br/>--- `spoiler` ---<br/><br/>filmini de 1-2 yil sonra izlemeyi planliyorum. okuyun, okutun.&#13;
  ","--- `spoiler`-<br/> <br/> In this book, the most shaken section of me in the hospital is in the hospital with the seat value of the seat of the cut of his friend who cut off and therefore continued in the corridor in the corridor. <br/>--- I plan to watch the film `spoiler`-<br/> <br/> after 1-2 years.Read, read. &#13;",1
"
    hayatımın kitabı. şimdi biri kalkıp sorsa, kendimden emin en sevdiğim kitap derim. o kadar derin manası var ki her sayfanın, uzun uzun analiz yapılsa sayfalarca yazılır. evet itiraf ediyorum ki kitabı kapattığım an ağladım. <br/><br/>hitlerin bu kitabı neden yaktırdığını, yazarı neden kovaladığını okuyan herkes çok rahat anlayabilir sanırım. `ölmeden önce okunulması gereken kitaplar`'ın bir numarası nazarımda.&#13;
  ","The book of my life.Now if someone gets up and asks, I would say my favorite book.It has such a deep meaning that each page is written by pages if long analysis is performed.Yes, I confess that I cried the moment I closed the book.<br/> <br/> I think anyone who reads the Hitler's burning this book, why the author chased the author.The number one of the books that should be read before you die is in my opinion. &#13;",0
"
`varlık yayınları` tarafından garp cephesinde yeni bir şey yok adıyla, ilk baskısı 56 yılında yapılarak `behçet necatigil` tarafından türkçe'ye kazandırılmış, savaşın<sup class=""ab""><a title=""(bkz: wwı)"" href=""/?q=ww%c4%b1"" data-query=""wwı"">*</a></sup> bokunu püsürünü anlatan, 29 doğumlu muazzam başarılı psikolojik roman. güncel olarak<sup class=""ab"">[/?q=yan%c4%b1lm%c4%b1yorsam *]</sup> sadece everest yayınlarınca, sikko bir kapakla basılmaktadır. 
30 yapımı<sup class=""ab"">[/?q=lewis+milestone *]</sup> olanın dışında 79 yapımı<sup class=""ab"">[/?q=delbert+mann *]</sup> diğer bir filmi daha mevcuttur velâkin bunları bir kenarı bırakıp tez elden bir sahafa gidip mevzubahis çeviriyi alın, memnun müsterih, efendigene okuyun. ama soselo varken kalabalık etmeyin, sessizliğe hayran zira; oh! kekâ!
  ","`` Varlık Yayınları` on the Garp Front with the name of nothing new, the first edition was made in 56 in 56 by `Behçet Necatigil` by Turkish, the war was brought to Turkish, the war <sup class ="" ab ""> <a title ="" (see WWI) ""HREF ="" HREF =""/? q = ww%c4%B1"" Data-Query = ""WWI"">*</a> </Ap> The enormous successful psychological novel that describes the shitty shit.Currently, <Sup Class = ""AB""> [/? Q = C4%B1LM%C4%B1LYSA *]
30 Made <SUP CLASS = ""AB""> [/? Q = Lewis+Milestone *]Another film is available, Velâkin left them a edge and go to a sahafa from the thesis and take the translation of the mevzubahis, read pleased, efendigene.But don't be crowded when there is Soselo, admire the silence;Oh!Cake!",0
"
    dünya savaşlarına duyduğum ilginin sonucunda aldığım, aldıktan sonra ise yanımdan hiç ayırmadığım erich maria remarque'nin birinci dünya savaşı'nı bir alman askerin gözünden anlattığı kitap. normalde kitapları sevdiklerime hediye ederim ama bunu etmem. kimseye vermem. bana ne lan zaten doğru düzgün basımı da yok kitabın. 

şu anda iki yayın evi basmakta kitabı. ilki everest yayınlarından, diğeri ise engin yayıncılıktan. engin yayıncılığın kapak sayfası kitabın içeriği için mantıklı bir izlenim bıraksa da kapaktaki kişilerin alman askerleri değil rus askeri olması olmamış. 

[http://www.nobelkitap.com/nobel_kitap.aspx?maxsize=405&img=/nblurun/756f4ec6f33c4b908ef82f61e68d119f.jpg o kapak]
","Erich Maria Remarque, which I received as a result of my interest in world wars, and I never reserved after me, told the First World War from the eyes of a German soldier.Normally, I give the books to my loved ones, but I don't.I don't give it to anyone.What the hell I have no proper printing is also the book.

The book is currently printing two publishing houses.The first is Everest Publications and the other is Engin Publishing.Although the cover page of the vast publishing leaves a logical impression for the content of the book, the people on the cover did not have Russian soldiers, not German soldiers.

[http://www.nobelkitap.com/nobel_kitap.aspx?maxsize=405&img=/nblurun/756f4ec6f33c4b9082f61e68d119f.jpg o cover]",0
"
    sürekli okumak için ertelediğim ve nihayetinde askerde okuduğum roman. askerlik psikolojisiyle okunması gereken bir roman.
  ",The novel that I postponed to constantly read and ultimately read in the military.A novel that needs to be read with military psychology.,0
"
    batı cephesinde yeni bir şey yok; remarque’ın, birinci dünya savaşı sırasında cephedeki askerlerin yaşantılarını ve savaşın içler acısı halini bütün çıplaklığıyla gözler önüne serdiği romanı. kitap savaştan çok, savaşın yarattığı yıkımı askerlerin gözünden anlatıyor. behçet necatigil’in çevirisini okudum, çeviri gerçekten iyiydi. remarque’ın diğer kitaplarında olduğu gibi, açık açık yazılmış, sarsıcı kısımlar var. ama remarque kitaplarını tam da bu etkiyi yapması için yazmış. son olarak, kitabın hitler döneminde yasaklanarak yakıldığını da eklemeliyim.<br/><br/>“on hafta askerlik eğitimi gördük, bu süre içinde on yıllık okul hayatındakinden daha kesin bir biçime sokulduk. parlatılmış bir düğmenin dört ciltlik bir schopenhauer’den daha önemli olduğunu öğrendik. önce şaşkınlık, sonra öfke, nihayet umursamazlık içinde burada zekanın değil, ayakkabı fırçasının; düşüncenin değil sistemin, hürriyetin değil talimin sözü geçtiğini anladık. biz güle oynaya, canla başla asker olmuştuk, ama onlar hevesimizi kırmak için ellerinden geleni yaptılar.”<br/><br/>“toprak herkesten çok askerin yardımcısıdır. asker toprağa sarıldı, uzun uzun, deli gibi onu kucakladı, ateş karşısında ecel terleri dökerek yüzünü, kollarını, bacaklarını onun içine soktu mu, o zaman toprak askerin biricik dostu, ağabeysi, annesi olur; asker korkularını, feryatlarını toprağın sessizliğine, esenliğine inler; toprak bu korkuları, bu feryatları alır; askere yeniden, onu on saniyeliğine koşturacak bir dirilik verir, sonra askeri yine tutar, bazan bu tutuşu ebedî olur.”<br/><br/>(bkz: `erich maria remarque`)&#13;
  ","There is nothing new on the western front;Remarque's novel, in which the soldiers on the front during the First World War revealed with all the nakedness of the war of the war.The book describes the destruction of war rather than war through the eyes of the soldiers.I read the translation of Behçet Necatigil, the translation was really good.As in other books of Remarque, there are shocking parts that are written clearly.But Remarque wrote his books to make this effect.Finally, I must add that the book was banned by banning during the Hitler period.We learned that a polished button is more important than a four -volume Schopenhauer.First, astonishment, then anger, finally in recklessness here, not your intelligence, but the shoe brush;We understood that the system, not the system, not freedom, but the instruction.We were a soldier to play bye, but we were a soldier, but",0
"
    bir askeri okul mezunu olarak kitapta bahsedilenleri (eğitimler, askerlik psikolojisi vs.) eski günleri yad ederek okudum. lise zamanı ergenlik ateşiyle hissettiklerimin hepsini satırlarda görmek beni epey hüzünlendirdi.<br/>bunun yanında remarque'nin savaşı anlatmadaki ustalığına zaten diyecek yok.<br/>kitap, tek dikişte bitirilip ağızdan uzun süre tadı gitmeyen lezzetli içeceklere benziyor.<br/>sonuç olarak bu konulara ilgi duyan herkesin okumasını şiddetle tavsiye ederim.&#13;
  ","As a military school graduate, I read those mentioned in the book (trainings, military psychology, etc.) by referring to the old days.I have a lot of sadness to see all of what I felt with adolescence at high school in high school.As a result, I strongly recommend that everyone who is interested in these issues read. &#13;",0
"
    peşinden de 1914 olarak olarak çevrilen echenoz kitabı (bkz: `14`) okunmalıdır. 

[https://www.kitapyayinevi.com/1914 https://www.kitapyayinevi.com/1914]
","The book Echenose (see `14`), which was translated as 1914, should be read.

[https://www.kitapyayinevi.com/1914 https://www.kitapyayinevi.com/1914]",0
"
    birinci tekil şahıs ile anlatımın gücünü tekrar tekrar yüzümüze vuran çok iyi kitap. diğer bazı iyi örnekleri için (bkz: `the martian`)(bkz: `great expectations`)<br/><br/>`saving private ryan` izlerken ne hissettiysem, bu kitabı okurken de onu hissettim. <br/><br/>savaşa katıldım, korkuyordum, boktandı ama oradaydım.&#13;
  ","A very good book that repeatedly hit the power of the narrative with the first singular person.For some other good examples (see: `The Martian`) (see:` Great Expectations`) <br/> <br/> `Saving Prrivate Ryan` Whatever I felt, I felt this book.<br/> <br/> I joined the war, I was scared, it was shit, but I was there. &#13;",0
"
    1929 yılında yayınlanan “`garp cephesinde yeni bir şey yok`” romanı, alman yazar `erich maria remarque`’ın ilk kitabı olmasına rağmen savaşı en iyi anlatan kitaplar arasında yer alıyor. hatta `yaşar kemal` de, 20. yüzyılı en iyi anlatan roman olarak remarque’ın bu romanını işaret ediyor.<br/><br/>günümüze kadar 50 dile çevrilen roman, yaklaşık 20 milyon satış gerçekleştirmiş durumda. üstelik başta nazi almanyası olmak üzere birçok ülkede kitabın basımının yasak olmasına rağmen, böylesine yüksek bir grafik yakalamıştır.<br/><br/>roman lise çağındaki gençlerin, o dönemki militarist söylemlerden etkilenerek gönüllü olarak askere yazılmasıyla başlıyor. lisedeki müdürlerinin kendilerine yaptığı ajitasyon sonrası topluca askere yazılan lise arkadaşları, cepheye adım attıkları ilk dakikada aslında bütün söylemlerin boş olduğunu görüyorlar. <br/><br/>savaş ilerledikçe kendi içlerinde kurdukları dostluklarının ve 20 yaşındaki bu gençlerin yarattıkları savaştan ibaret olan dünyalarının anlatıldığı romanı okuduktan sonra, hala daha savaş yanlısı olabilecek insan görmek pek mümkün değil. gençlerin dünyası artık bütünüyle savaş olmuştur ve eğer barış sağlanırsa evlerine döndüklerinde normal bir hayat sürmeleri imkânsızlaşmıştır. bu psikoloji, romandaki diyaloglarla çok iyi yansıtılıyor. örnek verecek olursam, “""18 yaşındaydık. tam yaşamaya ve dünyayı sevmeye başlamıştık ki bizi dünyayı yok etmekle görevlendirdiler. ilk bomba bizim yüreğimizin içinde patladı. çalışma, çaba, ilerleme dünyasıyla ilişkimiz kesildi. böyle şeylere inanmaz olduk. biz yalnızca savaşa inanıyoruz artık."" <br/>romanında sık sık karakterlerin psikolojik tahlillerine yer veren remarque’ın savaşın insan üzerinde bıraktığı etkileri bu kadar iyi bilmesinin bir nedeni de, birinci dünya savaşı’nda bizzat cephede yer alması olduğunu söyleyebiliriz. <br/><br/>romandaki karakterlerin savaşı sorguladıkları bir başka diyalogtada, kendilerinin alman askerleri olarak fransızlarla bir problemi olmadığını söyleyen gençler; bu savaşın kendi savaşları olmadığını ve ülkeyi yönetenlerin çıkarları uğruna normal hayatta arkadaş olabilecekleri kişilerle savaşmak zorunda kaldıklarını tartışıyorlar.<br/><br/>roman, 1930 yılında ise `lewis milestone` tarafından sinemaya aktarılmış ve milestone’a en iyi yönetmen oscar’ı kazandırmıştır.<br/>(bkz: `all quiet on the western front`)&#13;
  ","Although the novel `` There is nothing new on the Garp Front, which was published in 1929, is the first book of German writer `Erich Maria Remarque, it is among the books that best described the war.In fact, in Yaşar Kemal, Remarque's novel as the novel that best describes the 20th century.Moreover, although the printing of the book is forbidden in many countries, especially Nazi Germany, it has caught such a high graph.After the agitation made by their managers in high school, high school friends who were collectively written to the military, see that all the discourses are empty in the first minute they stepped into the front.<br/> <br/> As the war progresses, the friendship of themselves and the world of 20 -year -old young people created by the war created by these 20 -year -olds",0
"
    bati cephesinde yeni bir sey yok'un son bölümünü yazarin (erich maria remarque) esi kaleme almistir. <br/>gerekçe, ""kocam gazete yazilarini yetistirmek zorundaydi, ögretmenlik de çok vaktini aliyordu. bu yüzden romani ben bitirdim.""&#13;
  ","The last part of the new Sey Yok on the Western front has written the Eriich Maria Remarque.<br/> justification, ""My husband had to adhere the newspaper writings, teaching also took a lot of time. So I finished the novel."" &#13;",0
"
    insanlığın canavarlaştığı döenmlerden birini harika bir şekilde anlatmıştır. unutlup okunası kitaplardan.<br/><br/>benim için bunun tv'de karşılığı da `unsere mütter unsere vater`'dir.&#13;
  ",He has described one of the pouches in which humanity became monster.Forgetting the readings.,0
"
    yazarı tarafından en iyi tanımlanmış kitaplardan biridir. <br/><br/>""bu kitap, ne bir şikayettir, ne de bir itiraf... sadece, savaşın sillesini yemiş, aralarında mermilerden kurtulanlar olsa bile, yıkıntılarından kurtulamamış bir kuşağı anlatan bir denemedir.""<br/><br/>diye anlatmış kitabını remarque, hani şu üç satır, trilyonlarca cümlenin yerini tutabilecek kadar net, duru ve açıklayıcı. roman, tamamen bu üç satırın genişletilmiş bir hali şeklinde başlayıp son buluyor. 1. cihan harbine almanların gözünden bakmak, seyreden süreç içinde savaşın almanlar aleyhine gelişmesini ve bu sürecin cephedeki askerler üzerine türlü etkilerini görmek, savaş literatürüne yeni yeni giren tank gibi silahları direkt cephede izlemek ve en fazla vurucu olarak da, savaşın sillesini yemiş bir askerin, bir daha asla eski kendisi olamayacağını bizzat kendi ağzından dinlemek, bu kitabın benim gözümdeki kısa özeti sayılabilir.<br/><br/>bir savaş romanı olarak geçmesine rağmen, adı üzerinde, garp cephesinde yeni bir şey yoktur. savaş sahneleri çok fazla yer edinmez roman içerisinde. daha çok askerlerin cephedeki günlük yaşantılarına, birbirleriyle ahbaplık durumlarına, izne dönen bir askerin gözünden cephe gerisindeki almanya'ya ve belki de en dramatik sahneleri barındıran revirlere konuk oluruz. ancak okuyucuya en çok tesir eden sahneler, bu oldukça az rastlanan savaş sahneleridir ve pek az sanat eserinin başarabileceği kadar gerçektir. yazar, arı dili ve olaylara hakimiyeti ile bu sahneleri adeta gerçek kılar, roman sayfalarının arasından uzanarak okuyucuyu yakasından kavrar ve gülle seslerinden başka hiçbir şeyin duyulmadığı fransa çamurlarında sürünmeye çeker.<br/><br/>romanı epey eski basım, behçet necatigil çevirisi ile okudum. bu öyle kaliteli bir çeviri idi ki, sıklıkla çeviri bir eseri okuyor olduğumu unuttum. eseri, türkçeye mükemmel şekilde çevrilmiş eserler listesine eklemek gerek.<br/><br/>son olarak, böyle bir amaç güdülerek okunsa, muhtemelen, baştan sona altının çizilmesi gereken bir eser olurdu ancak büyük bir haksızlık ettiğimi düşünerek de olsa, en fazla beğendiğim dört parçayı sonda paylaşıyorum.<br/><br/>sözün özü, edebiyat tarihinin 'baba' kitaplarından olan ve olanca heybetiyle, geçirdiği rahat günler kendisini rahatsız edip ağzına 'savaş da savaş!' nidalarını pelesenk eden ve bugünlerin türkiye'sinde hiç de az bulunmayan canlı türünün yüzüne çarpılması gereken bir eser bu. savaş üzerinden çeşitli emellerini gerçekleştirme fırsatı güden şeytanlara, gün gelip de savaş kendi evinin kapısını çaldığında, bir insanın, 'insanlık onuruna' en uzak duruma yalnız ve yalnız savaş şartlarında düşebileceğini ve güttüğü hiçbir amacın bu korkunç senaryo dahilinde düşeceği durumdan kendisini çekip kurtaramayacağını bıçak gibi gerçekliğiyle haykıran 'devasa' bir eser.<br/><br/>1: ""ne diye bize boyuna söylemezler, sizin de bizler gibi biçare yaratıklar olduğunuzu, sizin annelerinizin de bizimkiler kadar endişe ettiğini, hepimizin ölüm karşısında hep aynı acıları yaşadığımızı ne diye söylemezler?.. affet beni arkadaş, sen benim nasıl düşmanım olabilirsin? biz bu silahları, bu üniformaları çıkarıp atsak sen benim kardeşim olabilirdin, kat gibi, albert gibi. al ömrümden yirmi seneyi arkadaş, al da kalk! al daha fazlasını, ben bu ömrü ne yapacağım, artık bilmiyorum çünkü.”<br/><br/>2: ""birden titremeye başlıyorum, ya bir aksilik çıkarsa! artık ölüyü düşünmüyorum, artık beni hiç ilgilendirmiyor. yaşamak hırsı bir anda baskın çıkıyor; tasarladığım şeylerin hepsi bu duygu karşısında göçüp gidiyor. sırf bir felaketle daha karşılaşmamak için bir otomat gibi mırıldanıyorum: “sana vadettiklerimin hepsini yapacağım, hepsini!” halbuki hiçbirini yapmayacağımı şimdiden biliyorum.""<br/><br/>3: ""yatağın içine kendiniz giremez misiniz?” diye soruyor hemşire, tasalanmış.<br/>ter dökerek: “yoo, girerim,” diyorum. “fakat siz önce yatak takımlarını alın, götürün!”<br/>“niçin?”<br/>kendimi pis bir domuzdan farksız görüyorum, ben bunların arasında nasıl yatarım? “şey olur..” diyor, duraklıyorum.<br/>“biraz kirlenir mi?” diye soruyor cesaret verircesine. “ne çıkar, sonra yine yıkarız.”<br/>“yok, o değil!” diyorum heyecanla. medeniyetin bu derecesi benim ne haddime.<br/>“siz ki siperlerde kaldınız bu kadar; bir yatak çarşafını yıkamışız çok mu?” diye devam ediyor hemşire.<br/>yüzüne bakıyorum; genç, terütaze, tertemiz, hoş. buradaki her şey gibi. bütün bunların yalnız subaylar için olmayışını insanın aklı almıyor; insan bir rahatsızlık, hatta bir nevi tehlike hissediyor burda.<br/>beri yanda bu hemşire, bir cellat mübarek. her şeyi söyletecek ille.<br/>“şey, yalnız...” duruyorum, aklımdan geçeni anlasa ya!<br/>“yine ne var?”<br/>“bitler...” diye patlıyorum nihayet.<br/>gülüyor. “onlar da bir iyi gün görsünler canım.”<br/>eh, artık benden günah gitti. yatağa sokulup uzanıyorum. ""<br/><br/>4: ""bazen eski hayatımın esrarlı akisleri, sakin saatlerde donuk bir ayna gibi şimdiki hayatımın sınırlarını gösterdikçe kendimi bir yabancı gibi seyreder, hayat denen o tarife gelmez diriliğin bu yeni biçime nasıl uyduğunu düşünüp şaşarım.""<br/><br/>5: ""biz aile içinde öyle fazla şefkate alışık değiliz. dir. derdi günü çalışmak, çile çekmek olan fakirlerde görülmez böyle şeyler.""<br/><br/>6: ""biz bombaları insanlara karşı atmıyoruz, şu anda insan minsan bildiğimiz yok. orada ellerle, miğferlerle ölüm saldırıyor peşimizden; üç günden beri ilk defa yüzyüze geliyoruz, üç günden beri ilk defa kendimizi ona karşı koruyabiliriz; çılgın bir öfke bürümüş içimizi; darağacında bitkin beklemiyoruz artık; canımızı kurtarmak, canımızı kurtarıp öcalmak için yakıp yıkabilir, öldürebiliriz.""<br/><br/>""ölmeyeceğiz ama yaşayacak mıyız?""&#13;
  ","It is one of the best defined books by the author.<br/> <br/> ""This book is neither a complaint nor a confession ... It is an experiment that tells a generation that has not been able to get rid of the ruins even if there are survivors of the bullets./> Remarque described his book, you know that three lines are clear, clear and explanatory enough to replace trillions of sentences.The novel starts and ends in the form of a expanded version of these three lines.1. Looking at the Cihan war through the eyes of the Germans, the development of the war against the Germans and the effects of the soldiers on the front, watching the weapons like the newly entering the war literature on the front of the war literature and the most striker, a soldier who has eaten the war of warListening from his own mouth that he can never be the old himself can be considered a short summary of this book in my eyes.",0
"
    2 gün önce bitirdim ve etkisinden kurtulamadığım kitap.
  ",I finished two days ago and the book I couldn't get rid of.,0
"
    everest yayınından çıkan `garp cephesinde yeni bir şey yok`'u bugün bitirdim ve sözlüğe bakayım neler yazılmış hakkında derken, everest basımında diğer basımlara göre birçok olayın/diyaloğun bulunmadığını fark ettim. okumaya başlayacak yazarlar için kayda değer bir bilgi olur umarım.<br/><br/>erich maria remarque'ın birinci dünya savaşı batı cephesinde geçen olayları bir askerin gözünden anlatan, savaşın acımasızlığı ve ölüm gerçekliğini olduğu gibi anlatmayı başarabilmiş kitap.&#13;
  ","I have finished the Garp Front today, and I finished today and let me look at the dictionary, I realized that there are not many events/dialogues according to other editions in Everest printing.I hope there will be a significant information for the authors who will start reading.;",0
"
    erich maria remarque'nın 1929 tarihli romanı. savaşın gerçekliğini, pisliğini anlatan, savaş karşıtı bir roman. ülkemizde ki savaş meraklılarınına mutlaka okutmak gerek. tabi onlar ne kadar anlar orası meçhul.
  ","Erich Maria Remarque's 1929 novel.An anti -war novel that tells the reality and filth of war.It is necessary to read the war enthusiasts in our country.Of course, how much they understand it is unknown.",0
"
    bu derece delik deşik vücutların üzerinde, hayatın hergünkü seyrine devam eden insan çehreleri bulunabileceğini akıl almıyor. hem sonra, bu yalnız bir hastane, yalnız bir kısım. almanya'da yüz binlerce, fransa'da yüz binlerce, rusya'da yüz binlerce. bu böyle olunca, şimdiye kadar yazılmış, yapılmış, düşünülmüş şeyler ne kadar saçma! binlerce senenin medeniyeti, bu kan sellerinin akmasına bile mani olamadıktan, bu yüz binlerce işkence zindanını kapatamadıktan sonra, bütün o yazılanlar, hepsi boş, hepsi yalan olsa gerek. harbin ne olduğunu önce hastane gösterir.<br/><br/>ben gencim, yirmi yaşındayım;<br/>ama hayat namına ümitsizlikten, ölümden, korkudan, bomboş bir sathiliği ıstırap uçurumlarına zincirlemekten başka bir şey bildiğim yok. milletlerin birbirlerine karşı itildiklerini; susarak, cahilce, delice, uysal ve masum, birbirlerini öldürdüklerini görüyorum. dünyanın en zeki kafalarının, silahları ve sözleri, bu işleri daha ustaca yapmak, daha devamlı kılabilmek için icadetmiş olduklarını görüyorum. bunu burda, karşı tarafta yaşımın bütün insanları, bütün dünya da benimle birlikte görüyor; benim neslim bunu benimle birlikte yaşıyor. günün birinde karşılarına dikilsek de hesap sorsak, ne derler babalarımız? bir gün gelir de harb biterse, bizden ne beklerler? yıllar yılı bizim işimiz öldürmek oldu.. hayatta ilk mesleğimiz bu oldu. hayat namına bildiğimiz şey ölümden ibaret. bundan sonra artık ne olabilir? bizim halimiz nice olacak?&#13;
  ","It does not mind that this degree of hole can be found on human beings that continue to the course of life every day.And then, this is a lonely hospital, a lonely part.Hundreds of thousands in Germany, hundreds of thousands in France, hundreds of thousands in Russia.When this happens, how ridiculous things that have been written, made, thought so far!The civilization of thousands of years, even after even preventing the flow of these blood floods, has not been able to close the dungeon of hundreds of thousands of torture, all those written, all empty, all of them must be a lie.What is happening before the hospital shows. <br/> <br/> I am young, I am twenty years old;that nations are pushed against each other;I see that they kill each other, ignorant, insane, docile and innocent.The most intelligent heads in the world, weapons and words, in order to make these things more skillfully, to make them more continuous",0
"
    netflix'e sinemaya uyarladığı yeni filmi 28 ekimde yayınlanacak. <a rel=""nofollow noopener"" class=""url"" target=""_blank"" href=""https://www.youtube.com/watch?v=BWi8bdr_LTw&ab_channel=NetflixTürkiye"" title=""https://www.youtube.com/watch?v=BWi8bdr_LTw&ab_channel=NetflixTürkiye"">fragmanı</a> kaliteli bir yapım izlenimi vermiş. özellikle 1917 havası var.
  ","Netflix's new film adapted to the cinema will be published on 28 October.<a rel = ""nofollow noopener"" class = ""url"" target = ""_ blankcom/watch? v = bwi8bdr_ltw & ab_channel = Netflixtürkiye ""> trailer </a> gave the impression of a quality production.Especially there is a 1917 atmosphere.",1
"
    2022 yılı netflix yapımı için yazıyorum;<br/><br/>son 15 yılın en iyi savaş filmi.<br/><br/>idi smotri kadar gerçekçi,<br/><br/>saving private ryan kadar aksiyon dolu,<br/><br/>das boot kadar gerilim dolu.<br/><br/>the thin red line kadar savaş karşıtı.<br/><br/>genelde tv filmleri ve dizileri ile ünlü edward berger rejisi göz dolduruyor. kamerası hikayeye eşlik eden bir canlılıkta. sanat yönetimi kusursuz. görüntü yönetmenliği oscara aday olabilir. hatta edward berger bir sürpriz yapabilir. netflix'in en iyi filmi demiyorum sinema tarihinin en iyi 20 savaş filminden biri olmuş diyorum. bu filmle ilgli ilk çekincem alelade bir tv filmi standartında bir işti ama bu tam bir sinema filmi olmuş. ileride modern klasikler arasına rahatlıkla girecektir.&#13;
  ","I am writing for the construction of 2022 Netflix; <br/> <br/> The best war film of the last 15 years., <br/> <br/> Das Boot is full of tension.fills.The camera is in a vitality that accompanies the story.Art administration is perfect.Cinematographer can be a candidate for Oscar.Edward Berger can even surprise.I'm not saying Netflix's best movie, I say it's one of the top 20 war films in cinema history.The first interest in this film was an ordinary TV film standard, but it was a complete feature film.It will easily enter the modern classics in the future. &#13;",1
"
    netflix yapımı filmi şimdi bitirdim. 1979 yapımı film romana daha sadık kalınarak kotarılmış. öte yandan 2022 filmi çok daha vurucu. çok daha sert. <br/>özellikle özgün eserin metninde yer almayan barış görüşmeleri ile ilgili bölümler filmin mesajını çok iyi aktarıyor. cephede yaşanan vahşet sürüp giderken bir anda müzakerelerin yürütüldüğü mekana yapılan geçişler muhteşem. paul baumer’in gözünden insanları insanlıktan çıkaran robotlaştıran bir savaş ortamına tanık olurken birden bire yediği kruasan bayat olduğu için garson tartaklayan generali müthiş bir kontrast. kuklaları oynatan ellerin konforlarından hiç taviz vermeyişlerini görmek çok çarpıcı.<br/>savaş bu işte. liseden mezun oldukları gün hamasi nutukların gazıyla hep birlikte askere yazılan, hepi topu 17-18 yaşındaki çocukların bir kaç haftaya paristeyiz diye başladıkları macera savaşın korkunç gerçekliğinde boğuluyor. iki saat yirmi yedi dakika sürüyor film. ve çok yorucu. insan olduğunu unutmak ve tekrar hatırlamak. savaşın insanı soktuğu döngü bu. izleyin bence.&#13;
  ","I finished Netflix production now.The 1979 film is more loyal to the novel.On the other hand, the 2022 film is much more striking.much harder.<br/> The chapters related to peace talks, which are not included in the text of the original work, convey the message of the film very well.While the brutality on the front continues, the transitions to the place where the negotiations are carried out is magnificent.While Paul Baumer witnesses a robotizing warfare environment that removes people from humanity, the General of the waiter is a great contrast because he was the crucifixtte he eats suddenly.It is very striking to see that they do not compromise the comfort of the hands playing puppets. <br/> War.On the day they graduated from high school, the adventure of 17-18 year old children, all of the 17-18-year-old children, who were written to the military with the gas of the speeches, drowned in the terrible reality of the war.The movie takes two hours twenty -seven minutes.and very tiring.forget that you are human and remember again.savage",1
